frame_id,time_ms,rms,rms_norm,active
0,0,0.0,0.0,0
1,40,3.98e-05,0.000119,0
2,80,7.324e-05,0.000218,0
3,120,0.01017982,0.030352,1
4,160,0.24678382,0.735806,1
5,200,0.27890775,0.831586,1
6,240,0.08715044,0.259846,1
7,280,0.01075784,0.032075,1
8,320,0.04969725,0.148176,1
9,360,0.22330721,0.665808,1
10,400,0.16908057,0.504127,1
11,440,0.03179066,0.094786,1
12,480,0.01415285,0.042198,1
13,520,0.06348925,0.189298,1
14,560,0.18491553,0.55134,1
15,600,0.14414427,0.429778,1
16,640,0.12332432,0.367701,1
17,680,0.03146968,0.093829,1
18,720,0.00496213,0.014795,0
19,760,0.00055063,0.001642,0
20,800,0.0,0.0,0
21,840,0.0,0.0,0
22,880,0.0,0.0,0
23,920,0.0,0.0,0
24,960,0.0,0.0,0
25,1000,0.0,0.0,0
26,1040,0.0,0.0,0
27,1080,0.00035535,0.001059,0
28,1120,0.00011839,0.000353,0
29,1160,0.00264622,0.00789,0
30,1200,0.00311601,0.009291,1
31,1240,0.14000708,0.417442,1
32,1280,0.33539271,1.0,1
33,1320,0.1166817,0.347896,1
34,1360,0.02311404,0.068916,1
35,1400,0.02570495,0.076641,0
36,1440,0.03830704,0.114215,0
37,1480,0.02615029,0.077969,0
38,1520,0.02059144,0.061395,0
39,1560,0.02834548,0.084514,1
40,1600,0.10264938,0.306057,1
41,1640,0.1230052,0.36675,1
42,1680,0.08031181,0.239456,1
43,1720,0.0328975,0.098087,1
44,1760,0.00615548,0.018353,1
45,1800,0.14581713,0.434765,1
46,1840,0.24294817,0.724369,1
47,1880,0.2011182,0.59965,1
48,1920,0.07698149,0.229526,1
49,1960,0.01794672,0.05351,1
50,2000,0.03208295,0.095658,1
51,2040,0.03458261,0.103111,1
52,2080,0.03875958,0.115565,1
53,2120,0.03494538,0.104192,1
54,2160,0.06797373,0.202669,1
55,2200,0.0419512,0.125081,1
56,2240,0.02839016,0.084648,1
57,2280,0.05206558,0.155238,1
58,2320,0.07381155,0.220075,1
59,2360,0.02586197,0.07711,1
60,2400,0.01706665,0.050886,1
61,2440,0.03415051,0.101822,1
62,2480,0.04098472,0.122199,1
63,2520,0.02946971,0.087866,1
64,2560,0.03928256,0.117124,0
65,2600,0.03004847,0.089592,0
66,2640,0.00414847,0.012369,0
67,2680,0.00025017,0.000746,0
68,2720,4.209e-05,0.000126,0
69,2760,5.742e-05,0.000171,0
70,2800,0.0,0.0,0
71,2840,0.0,0.0,0
72,2880,0.0,0.0,0
73,2920,0.0,0.0,0
74,2960,0.0,0.0,0
75,3000,0.0,0.0,0
76,3040,0.0,0.0,0
77,3080,0.0,0.0,0
78,3120,0.0,0.0,0
79,3160,0.0,0.0,0
80,3200,0.0,0.0,0
81,3240,0.0,0.0,0
82,3280,0.0,0.0,0
83,3320,0.0,0.0,0
84,3360,0.0,0.0,0
85,3400,0.0,0.0,0
86,3440,0.0,0.0,0
