paragraph_id,phrase_idx,syllable_idx,global_syllable_idx,syllable,phone_idx,phone,phone_role,viseme_id,start_frame,end_frame,start_time_ms,end_time_ms,duration_weight,raw_viseme_id,source
P002,12,25,241,li,147,sapi_viseme_6,tts_viseme,5,2080,2082,83200,83280,3,6,tts_viseme
P002,12,25,241,li,148,sapi_viseme_6,tts_viseme,5,2082,2084,83280,83360,3,6,tts_viseme
P002,12,25,241,li,149,sapi_viseme_6,tts_viseme,5,2084,2088,83360,83520,5,6,tts_viseme
P002,12,25,241,li,150,sapi_viseme_16,tts_viseme,2,2102,2103,84080,84120,2,16,tts_viseme
P002,12,25,241,li,151,sapi_viseme_6,tts_viseme,5,2102,2106,84080,84240,5,6,tts_viseme
P002,12,25,241,li,152,sapi_viseme_2,tts_viseme,7,2106,2108,84240,84320,3,2,tts_viseme
P002,12,25,241,li,153,sapi_viseme_19,tts_viseme,2,2109,2111,84360,84440,3,19,tts_viseme
P002,12,25,241,li,154,sapi_viseme_7,tts_viseme,3,2112,2112,84480,84480,1.0,7,tts_viseme
P002,12,25,241,li,155,sapi_viseme_19,tts_viseme,2,2112,2112,84480,84480,1.0,19,tts_viseme
P002,12,25,241,li,156,sapi_viseme_15,tts_viseme,5,2112,2114,84480,84560,3,15,tts_viseme
P002,12,25,241,li,157,sapi_viseme_7,tts_viseme,3,2114,2116,84560,84640,3,7,tts_viseme
P002,12,25,241,li,158,sapi_viseme_7,tts_viseme,3,2117,2119,84680,84760,3,7,tts_viseme
P002,12,25,241,li,159,sapi_viseme_6,tts_viseme,5,2120,2121,84800,84840,2,6,tts_viseme
P002,12,25,241,li,160,sapi_viseme_19,tts_viseme,2,2120,2124,84800,84960,5,19,tts_viseme
P002,12,25,241,li,161,sapi_viseme_6,tts_viseme,5,2124,2125,84960,85000,2,6,tts_viseme
P002,12,25,241,li,162,sapi_viseme_6,tts_viseme,5,2126,2127,85040,85080,2,6,tts_viseme
P002,12,25,241,li,163,sapi_viseme_15,tts_viseme,5,2127,2130,85080,85200,4,15,tts_viseme
P002,12,25,241,li,164,sapi_viseme_1,tts_viseme,4,2130,2132,85200,85280,3,1,tts_viseme
P002,12,25,241,li,165,sapi_viseme_20,tts_viseme,4,2132,2134,85280,85360,3,20,tts_viseme
P002,12,25,241,li,166,sapi_viseme_14,tts_viseme,2,2134,2136,85360,85440,3,14,tts_viseme
P002,12,25,241,li,167,sapi_viseme_1,tts_viseme,4,2136,2138,85440,85520,3,1,tts_viseme
P002,12,25,241,li,168,sapi_viseme_1,tts_viseme,4,2139,2141,85560,85640,3,1,tts_viseme
P002,12,25,241,li,169,sapi_viseme_6,tts_viseme,5,2142,2143,85680,85720,2,6,tts_viseme
P002,12,25,241,li,170,sapi_viseme_16,tts_viseme,2,2142,2145,85680,85800,4,16,tts_viseme
P002,12,25,241,li,171,sapi_viseme_6,tts_viseme,5,2145,2146,85800,85840,2,6,tts_viseme
P002,12,25,241,li,172,sapi_viseme_6,tts_viseme,5,2147,2148,85880,85920,2,6,tts_viseme
P002,12,25,241,li,173,sapi_viseme_6,tts_viseme,5,2148,2149,85920,85960,2,6,tts_viseme
P002,12,25,241,li,174,sapi_viseme_16,tts_viseme,2,2148,2152,85920,86080,5,16,tts_viseme
P002,12,25,241,li,175,sapi_viseme_6,tts_viseme,5,2152,2153,86080,86120,2,6,tts_viseme
P002,12,25,241,li,176,sapi_viseme_6,tts_viseme,5,2153,2155,86120,86200,3,6,tts_viseme
P002,12,25,241,li,177,sapi_viseme_15,tts_viseme,5,2155,2157,86200,86280,3,15,tts_viseme
P002,12,25,241,li,178,sapi_viseme_1,tts_viseme,4,2158,2161,86320,86440,4,1,tts_viseme
P002,12,25,241,li,179,sapi_viseme_19,tts_viseme,2,2161,2164,86440,86560,4,19,tts_viseme
P002,12,25,241,li,180,sapi_viseme_7,tts_viseme,3,2164,2165,86560,86600,2,7,tts_viseme
P002,12,25,241,li,181,sapi_viseme_18,tts_viseme,1,2164,2168,86560,86720,5,18,tts_viseme
P002,12,25,241,li,182,sapi_viseme_7,tts_viseme,3,2168,2169,86720,86760,2,7,tts_viseme
P002,12,25,241,li,183,sapi_viseme_7,tts_viseme,3,2170,2171,86800,86840,2,7,tts_viseme
P002,12,25,241,li,184,sapi_viseme_15,tts_viseme,5,2172,2172,86880,86880,1.0,15,tts_viseme
P002,12,25,241,li,185,sapi_viseme_19,tts_viseme,2,2172,2174,86880,86960,3,19,tts_viseme
P002,12,25,241,li,186,sapi_viseme_6,tts_viseme,5,2174,2175,86960,87000,2,6,tts_viseme
P002,12,25,241,li,187,sapi_viseme_6,tts_viseme,5,2176,2178,87040,87120,3,6,tts_viseme
P002,12,25,241,li,188,sapi_viseme_6,tts_viseme,5,2179,2180,87160,87200,2,6,tts_viseme
P002,12,25,241,li,189,sapi_viseme_16,tts_viseme,2,2179,2183,87160,87320,5,16,tts_viseme
P002,12,25,241,li,190,sapi_viseme_6,tts_viseme,5,2184,2184,87360,87360,1.0,6,tts_viseme
P002,12,25,241,li,191,sapi_viseme_6,tts_viseme,5,2185,2187,87400,87480,3,6,tts_viseme
P002,12,25,241,li,192,sapi_viseme_7,tts_viseme,3,2187,2189,87480,87560,3,7,tts_viseme
P002,12,25,241,li,193,sapi_viseme_4,tts_viseme,4,2189,2191,87560,87640,3,4,tts_viseme
P002,12,25,241,li,194,sapi_viseme_6,tts_viseme,5,2191,2193,87640,87720,3,6,tts_viseme
P002,12,25,241,li,195,sapi_viseme_15,tts_viseme,5,2193,2195,87720,87800,3,15,tts_viseme
P002,12,25,241,li,196,sapi_viseme_1,tts_viseme,4,2196,2198,87840,87920,3,1,tts_viseme
P002,12,25,241,li,197,sapi_viseme_19,tts_viseme,2,2198,2200,87920,88000,3,19,tts_viseme
P002,12,25,241,li,198,sapi_viseme_14,tts_viseme,2,2201,2202,88040,88080,2,14,tts_viseme
P002,12,25,241,li,199,sapi_viseme_4,tts_viseme,4,2202,2205,88080,88200,4,4,tts_viseme
P002,12,25,241,li,200,sapi_viseme_6,tts_viseme,5,2205,2208,88200,88320,4,6,tts_viseme
P002,12,25,241,li,201,sapi_viseme_21,tts_viseme,0,2208,2209,88320,88360,2,21,tts_viseme
P002,12,25,241,li,202,sapi_viseme_6,tts_viseme,5,2208,2210,88320,88400,3,6,tts_viseme
P002,12,25,241,li,203,sapi_viseme_2,tts_viseme,7,2211,2213,88440,88520,3,2,tts_viseme
P002,12,25,241,li,204,sapi_viseme_8,tts_viseme,6,2213,2215,88520,88600,3,8,tts_viseme
P002,12,25,241,li,205,sapi_viseme_16,tts_viseme,2,2216,2217,88640,88680,2,16,tts_viseme
P002,12,25,241,li,206,sapi_viseme_6,tts_viseme,5,2216,2219,88640,88760,4,6,tts_viseme
P002,12,25,241,li,207,sapi_viseme_1,tts_viseme,4,2219,2222,88760,88880,4,1,tts_viseme
P002,12,25,241,li,208,sapi_viseme_20,tts_viseme,4,2223,2226,88920,89040,4,20,tts_viseme
P002,12,25,241,li,209,sapi_viseme_6,tts_viseme,5,2226,2228,89040,89120,3,6,tts_viseme
P002,12,25,241,li,210,sapi_viseme_6,tts_viseme,5,2229,2231,89160,89240,3,6,tts_viseme
P002,12,25,241,li,211,sapi_viseme_6,tts_viseme,5,2231,2232,89240,89280,2,6,tts_viseme
P002,12,25,241,li,212,sapi_viseme_15,tts_viseme,5,2233,2236,89320,89440,4,15,tts_viseme
P002,12,25,241,li,213,sapi_viseme_6,tts_viseme,5,2237,2238,89480,89520,2,6,tts_viseme
P002,12,25,241,li,214,sapi_viseme_6,tts_viseme,5,2239,2240,89560,89600,2,6,tts_viseme
P002,12,25,241,li,215,sapi_viseme_16,tts_viseme,2,2240,2241,89600,89640,2,16,tts_viseme
P002,12,25,241,li,216,sapi_viseme_6,tts_viseme,5,2240,2242,89600,89680,3,6,tts_viseme
P002,12,25,241,li,217,sapi_viseme_2,tts_viseme,7,2243,2244,89720,89760,2,2,tts_viseme
P002,12,25,241,li,218,sapi_viseme_19,tts_viseme,2,2245,2247,89800,89880,3,19,tts_viseme
P002,12,25,241,li,219,sapi_viseme_15,tts_viseme,5,2248,2250,89920,90000,3,15,tts_viseme
P002,12,25,241,li,220,sapi_viseme_6,tts_viseme,5,2250,2251,90000,90040,2,6,tts_viseme
P002,12,25,241,li,221,sapi_viseme_6,tts_viseme,5,2252,2253,90080,90120,2,6,tts_viseme
P002,12,25,241,li,222,sapi_viseme_15,tts_viseme,5,2254,2255,90160,90200,2,15,tts_viseme
P002,12,25,241,li,223,sapi_viseme_2,tts_viseme,7,2256,2259,90240,90360,4,2,tts_viseme
P002,12,25,241,li,224,sapi_viseme_19,tts_viseme,2,2260,2263,90400,90520,4,19,tts_viseme
P002,12,25,241,li,225,sapi_viseme_16,tts_viseme,2,2263,2264,90520,90560,2,16,tts_viseme
P002,12,25,241,li,226,sapi_viseme_6,tts_viseme,5,2263,2265,90520,90600,3,6,tts_viseme
P002,12,25,241,li,227,sapi_viseme_2,tts_viseme,7,2266,2268,90640,90720,3,2,tts_viseme
P002,12,25,241,li,228,sapi_viseme_8,tts_viseme,6,2268,2271,90720,90840,4,8,tts_viseme
P002,12,25,241,li,229,sapi_viseme_12,tts_viseme,4,2271,2272,90840,90880,2,12,tts_viseme
P002,12,25,241,li,230,sapi_viseme_7,tts_viseme,3,2271,2274,90840,90960,4,7,tts_viseme
P002,12,25,241,li,231,sapi_viseme_7,tts_viseme,3,2274,2275,90960,91000,2,7,tts_viseme
P002,12,25,241,li,232,sapi_viseme_7,tts_viseme,3,2276,2277,91040,91080,2,7,tts_viseme
P002,12,25,241,li,233,sapi_viseme_19,tts_viseme,2,2278,2279,91120,91160,2,19,tts_viseme
P002,12,25,241,li,234,sapi_viseme_1,tts_viseme,4,2279,2280,91160,91200,2,1,tts_viseme
P002,12,25,241,li,235,sapi_viseme_1,tts_viseme,4,2281,2281,91240,91240,1.0,1,tts_viseme
P002,12,25,241,li,236,sapi_viseme_19,tts_viseme,2,2282,2284,91280,91360,3,19,tts_viseme
P002,12,25,241,li,237,sapi_viseme_1,tts_viseme,4,2284,2286,91360,91440,3,1,tts_viseme
P002,12,25,241,li,238,sapi_viseme_20,tts_viseme,4,2287,2289,91480,91560,3,20,tts_viseme
P002,12,25,241,li,239,sapi_viseme_14,tts_viseme,2,2289,2290,91560,91600,2,14,tts_viseme
P002,12,25,241,li,240,sapi_viseme_6,tts_viseme,5,2289,2291,91560,91640,3,6,tts_viseme
P002,12,25,241,li,241,sapi_viseme_6,tts_viseme,5,2291,2293,91640,91720,3,6,tts_viseme
P002,12,25,241,li,242,sapi_viseme_6,tts_viseme,5,2293,2297,91720,91880,5,6,tts_viseme
