time_ms,audio_time_ms,frame_id,mouth_open_target,mouth_up_corner_l_target,mouth_up_corner_r_target,mouth_lip_upper_l_target,mouth_lip_upper_r_target,mouth_lip_lower_target,send_success
24441.029,24440.0,611,0.089198,0.070554,0.070554,-0.030421,-0.030421,0.079551,1
24480.585,24480.0,612,0.022299,0.017639,0.017639,-0.007605,-0.007605,0.019888,1
24520.664,24520.0,613,0.005575,0.00441,0.00441,-0.001901,-0.001901,0.004972,1
24561.127,24560.0,614,0.145575,0.14441,0.14441,0.020114,0.020114,0.144972,1
24600.876,24600.0,615,0.285575,0.28441,0.28441,0.025595,0.025595,0.200773,1
24641.203,24640.0,616,0.30102,0.14441,0.14441,-0.023982,-0.023982,0.060773,1
24681.081,24680.0,617,0.288702,0.00441,0.00441,-0.048685,-0.048685,-0.079227,1
24721.542,24720.0,618,0.168668,-0.13559,-0.13559,0.002674,0.002674,0.024728,1
24760.876,24760.0,619,0.155341,0.00441,0.00441,0.142674,0.142674,0.050024,1
24800.77,24800.0,620,0.295341,0.14441,0.14441,0.055604,0.055604,0.171989,1
24840.706,24840.0,621,0.395968,0.28441,0.28441,0.032485,0.032485,0.191674,1
24880.63,24880.0,622,0.446767,0.351998,0.351998,0.028185,0.028185,0.20843,1
24920.799,24920.0,623,0.493416,0.396315,0.396315,0.029069,0.029069,0.228288,1
24960.811,24960.0,624,0.488579,0.369239,0.369239,0.029323,0.029323,0.225637,1
25000.781,25000.0,625,0.348579,0.229239,0.229239,0.024666,0.024666,0.160421,1
25040.982,25040.0,626,0.208579,0.089239,0.089239,0.019271,0.019271,0.089093,1
25081.285,25080.0,627,0.151327,0.226873,0.226873,0.159271,0.159271,0.059466,1
25121.424,25120.0,628,0.145599,0.278989,0.278989,0.262089,0.262089,0.05528,1
25160.465,25160.0,629,0.153212,0.138989,0.138989,0.251944,0.251944,-0.08472,1
25200.819,25200.0,630,0.155119,-0.001011,-0.001011,0.238211,0.238211,-0.22472,1
25240.761,25240.0,631,0.148299,0.138989,0.138989,0.285435,0.285435,-0.08472,1
25281.458,25280.0,632,0.119214,0.204159,0.204159,0.24077,0.24077,0.009622,1
25320.861,25320.0,633,0.084563,0.163981,0.163981,0.173134,0.173134,0.02294,1
25360.482,25360.0,634,0.04852,0.097466,0.097466,0.099754,0.099754,0.016002,1
25401.01,25400.0,635,0.01213,0.024366,0.024366,0.024938,0.024938,0.004001,1
25441.204,25440.0,636,0.003033,0.006092,0.006092,0.006235,0.006235,0.001,1
25481.189,25480.0,637,0.000758,0.001523,0.001523,0.001559,0.001559,0.00025,1
25520.776,25520.0,638,0.00019,0.000381,0.000381,0.00039,0.00039,6.3e-05,1
25561.335,25560.0,639,4.7e-05,9.5e-05,9.5e-05,9.7e-05,9.7e-05,1.6e-05,1
25601.153,25600.0,640,0.109633,-0.139905,-0.139905,0.140097,0.140097,-0.139984,1
25640.444,25640.0,641,0.116522,-0.178928,-0.178928,0.048734,0.048734,1.6e-05,1
25680.53,25680.0,642,0.11818,-0.188582,-0.188582,0.025884,0.025884,0.041104,1
25720.842,25720.0,643,0.118641,-0.19107,-0.19107,0.020178,0.020178,0.051397,1
25760.314,25760.0,644,0.136408,-0.33107,-0.33107,0.144601,0.144601,-0.088603,1
25800.658,25800.0,645,0.144306,-0.47107,-0.47107,0.201456,0.201456,-0.228603,1
25840.855,25840.0,646,0.141729,-0.33107,-0.33107,0.268271,0.268271,-0.088603,1
25881.274,25880.0,647,0.141389,-0.19107,-0.19107,0.285603,0.285603,0.017583,1
25921.777,25920.0,648,0.149593,-0.05107,-0.05107,0.307033,0.307033,0.047238,1
25960.762,25960.0,649,0.158214,-0.19107,-0.19107,0.269569,0.269569,-0.092762,1
26001.042,26000.0,650,0.157138,-0.33107,-0.33107,0.243769,0.243769,-0.232762,1
26041.02,26040.0,651,0.127181,-0.224754,-0.224754,0.103769,0.103769,-0.092762,1
26080.94,26080.0,652,0.115566,-0.191511,-0.191511,0.03883,0.03883,0.015473,1
26121.766,26120.0,653,0.225503,-0.277257,-0.277257,-0.029615,-0.029615,-0.124527,1
26160.677,26160.0,654,0.263784,-0.31129,-0.31129,-0.048885,-0.048885,-0.210886,1
26201.028,26200.0,655,0.285505,-0.333975,-0.333975,-0.056133,-0.056133,-0.243006,1
26241.577,26240.0,656,0.29163,-0.340456,-0.340456,-0.058084,-0.058084,-0.251638,1
26280.631,26280.0,657,0.15163,-0.280114,-0.280114,-0.187021,-0.187021,-0.310409,1
26321.611,26320.0,658,0.037907,-0.265028,-0.265028,-0.219255,-0.219255,-0.325102,1
26361.34,26360.0,659,0.009477,-0.261257,-0.261257,-0.227314,-0.227314,-0.328776,1
26401.047,26400.0,660,0.038936,-0.195804,-0.195804,-0.210526,-0.210526,-0.251841,1
26441.075,26440.0,661,0.178936,-0.055804,-0.055804,-0.123307,-0.123307,-0.111841,1
26480.499,26480.0,662,0.235746,0.084196,0.084196,-0.096693,-0.096693,0.028159,1
26521.58,26520.0,663,0.193696,0.027466,0.027466,-0.049842,-0.049842,0.109713,1
26561.03,26560.0,664,0.157553,-0.112534,-0.112534,0.090158,0.090158,-0.030287,1
26601.131,26600.0,665,0.157984,-0.252534,-0.252534,0.200432,0.200432,-0.170287,1
26641.141,26640.0,666,0.157064,-0.392534,-0.392534,0.226461,0.226461,-0.310287,1
26681.022,26680.0,667,0.18603,-0.305391,-0.305391,0.12016,0.12016,-0.283782,1
26721.257,26720.0,668,0.15658,-0.23179,-0.23179,0.077699,0.077699,-0.225603,1
26760.663,26760.0,669,0.112527,-0.161576,-0.161576,0.051197,0.051197,-0.159505,1
26800.727,26800.0,670,0.064822,-0.092208,-0.092208,0.028686,0.028686,-0.091429,1
26841.019,26840.0,671,0.016206,-0.023052,-0.023052,0.007171,0.007171,-0.022857,1
26881.091,26880.0,672,0.004051,-0.005763,-0.005763,0.001793,0.001793,-0.005714,1
26921.054,26920.0,673,0.001013,-0.001441,-0.001441,0.000448,0.000448,-0.001429,1
26961.156,26960.0,674,0.000253,-0.00036,-0.00036,0.000112,0.000112,-0.000357,1
27001.307,27000.0,675,6.3e-05,-9e-05,-9e-05,2.8e-05,2.8e-05,-8.9e-05,1
27040.929,27040.0,676,1.6e-05,-2.3e-05,-2.3e-05,7e-06,7e-06,-2.2e-05,1
27081.066,27080.0,677,4e-06,-6e-06,-6e-06,2e-06,2e-06,-6e-06,1
27121.299,27120.0,678,1e-06,-1e-06,-1e-06,0.0,0.0,-1e-06,1
27160.932,27160.0,679,0.0,-0.0,-0.0,0.0,0.0,-0.0,1
27200.982,27200.0,680,0.0,-0.0,-0.0,0.0,0.0,-0.0,1
27241.548,27240.0,681,0.0,-0.0,-0.0,0.0,0.0,-0.0,1
27280.851,27280.0,682,0.0,-0.0,-0.0,0.0,0.0,-0.0,1
27320.718,27320.0,683,0.0,-0.0,-0.0,0.0,0.0,-0.0,1
27360.698,27360.0,684,0.0,-0.0,-0.0,0.0,0.0,-0.0,1
27401.287,27400.0,685,0.0,-0.0,-0.0,0.0,0.0,-0.0,1
27441.02,27440.0,686,0.0,-0.0,-0.0,0.0,0.0,-0.0,1
27481.085,27480.0,687,0.0,-0.0,-0.0,0.0,0.0,-0.0,1
27521.272,27520.0,688,0.0,-0.0,-0.0,0.0,0.0,-0.0,1
27561.32,27560.0,689,0.0,-0.0,-0.0,0.0,0.0,-0.0,1
27600.932,27600.0,690,0.0,-0.0,-0.0,0.0,0.0,-0.0,1
27640.717,27640.0,691,0.0,-0.0,-0.0,0.0,0.0,-0.0,1
27680.661,27680.0,692,0.0,-0.0,-0.0,0.0,0.0,-0.0,1
27721.352,27720.0,693,0.0,-0.0,-0.0,0.0,0.0,-0.0,1
27760.727,27760.0,694,0.0,-0.0,-0.0,0.0,0.0,-0.0,1
27801.652,27800.0,695,0.0,-0.0,-0.0,0.0,0.0,-0.0,1
27841.178,27840.0,696,0.0,-0.0,-0.0,0.0,0.0,-0.0,1
27880.913,27880.0,697,0.0,-0.0,-0.0,0.0,0.0,-0.0,1
27920.775,27920.0,698,0.0,-0.0,-0.0,0.0,0.0,-0.0,1
27961.043,27960.0,699,0.105706,-0.14,-0.14,0.14,0.14,-0.14,1
28001.128,28000.0,700,0.146203,-0.28,-0.28,0.214664,0.214664,-0.28,1
28040.979,28040.0,701,0.162109,-0.42,-0.42,0.242004,0.242004,-0.42,1
28080.536,28080.0,702,0.155096,-0.56,-0.56,0.232353,0.232353,-0.56,1
28121.084,28120.0,703,0.227055,-0.42,-0.42,0.092353,0.092353,-0.42,1
28161.349,28160.0,704,0.25237,-0.28,-0.28,-0.044362,-0.044362,-0.28,1
28201.437,28200.0,705,0.278618,-0.14,-0.14,-0.08541,-0.08541,-0.14,1
28240.81,28240.0,706,0.29622,0.0,0.0,-0.099478,-0.099478,0.0,1
28280.563,28280.0,707,0.206689,0.14,0.14,0.040522,0.040522,0.068515,1
28320.635,28320.0,708,0.155994,0.250165,0.250165,0.180522,0.180522,0.056249,1
28360.699,28360.0,709,0.14792,0.287191,0.287191,0.26978,0.26978,0.054908,1
28401.369,28400.0,710,0.154407,0.313991,0.313991,0.309638,0.309638,0.057763,1
28441.235,28440.0,711,0.162187,0.333393,0.333393,0.332305,0.332305,0.060785,1
28480.638,28480.0,712,0.15382,0.316974,0.316974,0.316702,0.316702,0.057673,1
28521.235,28520.0,713,0.12341,0.254463,0.254463,0.254395,0.254395,0.046276,1
28560.871,28560.0,714,0.087489,0.180428,0.180428,0.180411,0.180411,0.032808,1
28600.969,28600.0,715,0.050191,0.103513,0.103513,0.103509,0.103509,0.018821,1
28640.982,28640.0,716,0.012548,0.025878,0.025878,0.025877,0.025877,0.004705,1
28681.144,28680.0,717,0.003137,0.00647,0.00647,0.006469,0.006469,0.001176,1
28720.7,28720.0,718,0.000784,0.001617,0.001617,0.001617,0.001617,0.000294,1
28760.873,28760.0,719,0.140784,0.141617,0.141617,-0.067418,-0.067418,0.140294,1
28801.354,28800.0,720,0.035196,0.001617,0.001617,-0.189355,-0.189355,0.000294,1
28840.443,28840.0,721,0.009234,-0.138383,-0.138383,-0.218275,-0.218275,-0.139706,1
28880.965,28880.0,722,0.067243,0.001617,0.001617,-0.078275,-0.078275,-0.111942,1
28921.125,28920.0,723,0.124589,0.141617,0.141617,0.061725,0.061725,0.012431,1
28960.828,28960.0,724,0.140103,0.260126,0.260126,0.201725,0.201725,0.043966,1
29001.062,29000.0,725,0.145644,0.293182,0.293182,0.278581,0.278581,0.052473,1
29040.783,29040.0,726,0.148411,0.304295,0.304295,0.300645,0.300645,0.055118,1
29081.034,29080.0,727,0.150074,0.309077,0.309077,0.308164,0.308164,0.056144,1
29120.554,29120.0,728,0.14818,0.305508,0.305508,0.30528,0.30528,0.055534,1
29160.507,29160.0,729,0.120041,0.247556,0.247556,0.247499,0.247499,0.045007,1
29200.776,29200.0,730,0.085341,0.176008,0.176008,0.175994,0.175994,0.032001,1
29241.638,29240.0,731,0.049,0.101062,0.101062,0.101059,0.101059,0.018375,1
29280.573,29280.0,732,0.01225,0.025266,0.025266,0.025265,0.025265,0.004594,1
29321.617,29320.0,733,0.15225,0.05487,0.05487,-0.02295,-0.02295,0.064656,1
29360.767,29360.0,734,0.15151,0.19487,0.19487,0.11705,0.11705,0.058707,1
29401.345,29400.0,735,0.148301,0.276468,0.276468,0.257013,0.257013,0.056086,1
29440.998,29440.0,736,0.120826,0.136468,0.136468,0.117013,0.117013,0.052676,1
29480.941,29480.0,737,0.126563,0.182135,0.182135,0.201668,0.201668,0.050496,1
29521.049,29520.0,738,0.139321,0.267625,0.267625,0.272508,0.272508,0.053004,1
29561.242,29560.0,739,0.152697,0.310005,0.310005,0.311226,0.311226,0.057451,1
29601.147,29600.0,740,0.157599,0.170005,0.170005,0.256944,0.256944,-0.082549,1
29641.121,29640.0,741,0.243013,0.203988,0.203988,0.116944,0.116944,0.057451,1
29680.883,29680.0,742,0.249779,0.200914,0.200914,-0.023056,-0.023056,0.183835,1
29721.148,29720.0,743,0.170537,0.273168,0.273168,0.116944,0.116944,0.086493,1
29760.76,29760.0,744,0.153464,0.224522,0.224522,0.220273,0.220273,0.064887,1
29800.61,29800.0,745,0.139284,0.084522,0.084522,0.11805,0.11805,0.060647,1
29840.553,29840.0,746,0.126553,-0.055478,-0.055478,0.043625,0.043625,0.057499,1
29880.579,29880.0,747,0.092792,-0.112657,-0.112657,0.020315,0.020315,0.0426,1
29921.69,29920.0,748,0.053776,-0.077559,-0.077559,0.009783,0.009783,0.024763,1
29961.146,29960.0,749,0.013444,-0.01939,-0.01939,0.002446,0.002446,0.006191,1
30000.754,30000.0,750,0.104321,0.036929,0.036929,0.12246,0.12246,0.043324,1
30040.986,30040.0,751,0.120013,-0.103071,-0.103071,0.045066,0.045066,0.054185,1
30081.546,30080.0,752,0.125242,-0.179615,-0.179615,0.025919,0.025919,0.057503,1
30120.923,30120.0,753,0.233095,-0.039615,-0.039615,-0.063102,-0.063102,0.195286,1
30161.199,30160.0,754,0.209612,0.100385,0.100385,-0.067961,-0.067961,0.184504,1
30200.655,30200.0,755,0.153295,0.105114,0.105114,-0.051781,-0.051781,0.136581,1
30241.13,30240.0,756,0.08877,0.066287,0.066287,-0.030341,-0.030341,0.079373,1
30280.922,30280.0,757,0.022193,0.016572,0.016572,-0.007585,-0.007585,0.019843,1
30320.891,30320.0,758,0.005548,0.004143,0.004143,-0.001896,-0.001896,0.004961,1
30360.536,30360.0,759,0.001387,0.001036,0.001036,-0.000474,-0.000474,0.00124,1
30401.087,30400.0,760,0.000347,0.000259,0.000259,-0.000119,-0.000119,0.00031,1
30440.662,30440.0,761,8.7e-05,6.5e-05,6.5e-05,-3e-05,-3e-05,7.8e-05,1
30481.455,30480.0,762,2.2e-05,1.6e-05,1.6e-05,-7e-06,-7e-06,1.9e-05,1
30521.107,30520.0,763,5e-06,4e-06,4e-06,-2e-06,-2e-06,5e-06,1
30560.934,30560.0,764,0.111277,0.140004,0.140004,0.139998,0.139998,0.04173,1
30601.102,30600.0,765,0.137952,0.190247,0.190247,0.224834,0.224834,0.053424,1
30641.023,30640.0,766,0.117087,0.163996,0.163996,0.198584,0.198584,0.0456,1
30680.588,30680.0,767,0.084338,0.118622,0.118622,0.144563,0.144563,0.032896,1
30721.134,30720.0,768,0.048618,0.068467,0.068467,0.083599,0.083599,0.018971,1
30761.235,30760.0,769,0.012154,0.017117,0.017117,0.0209,0.0209,0.004743,1
30800.518,30800.0,770,0.152154,0.157117,0.157117,0.07386,0.07386,0.100336,1
30841.288,30840.0,771,0.292154,0.297117,0.297117,0.040124,0.040124,0.198357,1
30880.736,30880.0,772,0.275219,0.234629,0.234629,-0.059687,-0.059687,0.230854,1
30920.913,30920.0,773,0.271672,0.219552,0.219552,-0.084876,-0.084876,0.239594,1
30961.158,30960.0,774,0.274375,0.218629,0.218629,-0.092411,-0.092411,0.244998,1
31000.55,31000.0,775,0.175076,0.102391,0.102391,0.047589,0.047589,0.104998,1
31041.11,31040.0,776,0.123631,0.061398,0.061398,0.100021,0.100021,0.001465,1
31080.438,31080.0,777,0.084149,0.039216,0.039216,0.083754,0.083754,-0.016157,1
31121.378,31120.0,778,0.047658,0.021737,0.021737,0.050313,0.050313,-0.012301,1
31161.035,31160.0,779,0.011914,0.005434,0.005434,0.012578,0.012578,-0.003075,1
31201.05,31200.0,780,0.002979,0.001359,0.001359,0.003145,0.003145,-0.000769,1
31240.996,31240.0,781,0.000745,0.00034,0.00034,0.000786,0.000786,-0.000192,1
31280.962,31280.0,782,0.000186,8.5e-05,8.5e-05,0.000197,0.000197,-4.8e-05,1
31320.816,31320.0,783,4.7e-05,2.1e-05,2.1e-05,4.9e-05,4.9e-05,-1.2e-05,1
31361.399,31360.0,784,1.2e-05,5e-06,5e-06,1.2e-05,1.2e-05,-3e-06,1
31400.895,31400.0,785,3e-06,1e-06,1e-06,3e-06,3e-06,-1e-06,1
31441.251,31440.0,786,1e-06,0.0,0.0,1e-06,1e-06,-0.0,1
31481.336,31480.0,787,0.0,0.0,0.0,0.0,0.0,-0.0,1
31521.275,31520.0,788,0.0,0.0,0.0,0.0,0.0,-0.0,1
31560.639,31560.0,789,0.0,0.0,0.0,0.0,0.0,-0.0,1
31601.069,31600.0,790,0.0,0.0,0.0,0.0,0.0,-0.0,1
31641.126,31640.0,791,0.0,0.0,0.0,0.0,0.0,-0.0,1
31681.321,31680.0,792,0.0,0.0,0.0,0.0,0.0,-0.0,1
31721.756,31720.0,793,0.0,0.0,0.0,0.0,0.0,-0.0,1
31761.369,31760.0,794,0.0,0.0,0.0,0.0,0.0,-0.0,1
31800.655,31800.0,795,0.0,0.0,0.0,0.0,0.0,-0.0,1
31841.499,31840.0,796,0.109566,-0.14,-0.14,0.14,0.14,-0.14,1
31880.957,31880.0,797,0.245864,0.0,0.0,0.0,0.0,-0.0,1
31920.873,31920.0,798,0.163792,-0.14,-0.14,0.015743,0.015743,0.047227,1
31960.702,31960.0,799,0.160574,0.0,0.0,0.155743,0.155743,0.058148,1
32001.137,32000.0,800,0.151585,0.14,0.14,0.268784,0.268784,0.056328,1
32041.27,32040.0,801,0.121478,0.207387,0.207387,0.239583,0.239583,0.045425,1
32080.735,32080.0,802,0.086091,0.166771,0.166771,0.17482,0.17482,0.032251,1
32120.683,32120.0,803,0.049383,0.099155,0.099155,0.101167,0.101167,0.01851,1
32161.045,32160.0,804,0.012346,0.024789,0.024789,0.025292,0.025292,0.004628,1
32200.603,32200.0,805,0.113153,0.164789,0.164789,0.165292,0.165292,0.042432,1
32240.537,32240.0,806,0.143474,0.278769,0.278769,0.278894,0.278894,0.053803,1
32280.609,32280.0,807,0.157738,0.138769,0.138769,0.264215,0.264215,-0.086197,1
32321.72,32320.0,808,0.162521,-0.001231,-0.001231,0.250684,0.250684,-0.226197,1
32361.059,32360.0,809,0.234631,0.050195,0.050195,0.110684,0.110684,-0.086197,1
32401.364,32400.0,810,0.204159,0.050426,0.050426,0.00484,0.00484,0.027994,1
32441.497,32440.0,811,0.14804,0.037857,0.037857,-0.014011,-0.014011,0.040028,1
32480.967,32480.0,812,0.08551,0.02209,0.02209,-0.011113,-0.011113,0.026521,1
32521.18,32520.0,813,0.021378,0.005522,0.005522,-0.002778,-0.002778,0.00663,1
32561.042,32560.0,814,0.005344,0.001381,0.001381,-0.000695,-0.000695,0.001658,1
32601.071,32600.0,815,0.001336,0.000345,0.000345,-0.000174,-0.000174,0.000414,1
32640.599,32640.0,816,0.000334,8.6e-05,8.6e-05,-4.3e-05,-4.3e-05,0.000104,1
32681.887,32680.0,817,8.4e-05,2.2e-05,2.2e-05,-1.1e-05,-1.1e-05,2.6e-05,1
32721.521,32720.0,818,2.1e-05,5e-06,5e-06,-3e-06,-3e-06,6e-06,1
32760.442,32760.0,819,5e-06,1e-06,1e-06,-1e-06,-1e-06,2e-06,1
32801.145,32800.0,820,1e-06,0.0,0.0,-0.0,-0.0,0.0,1
32841.152,32840.0,821,0.0,0.0,0.0,-0.0,-0.0,0.0,1
32880.877,32880.0,822,0.0,0.0,0.0,-0.0,-0.0,0.0,1
32920.541,32920.0,823,0.0,0.0,0.0,-0.0,-0.0,0.0,1
32960.739,32960.0,824,0.0,0.0,0.0,-0.0,-0.0,0.0,1
33001.468,33000.0,825,0.0,0.0,0.0,-0.0,-0.0,0.0,1
33041.101,33040.0,826,0.0,0.0,0.0,-0.0,-0.0,0.0,1
33081.382,33080.0,827,0.111761,-0.14,-0.14,0.14,0.14,-0.14,1
33120.509,33120.0,828,0.148164,-0.28,-0.28,0.215336,0.215336,-0.28,1
33160.905,33160.0,829,0.160125,-0.42,-0.42,0.238459,0.238459,-0.42,1
33200.466,33200.0,830,0.155207,-0.56,-0.56,0.232377,0.232377,-0.56,1
33241.782,33240.0,831,0.149955,-0.633245,-0.633245,0.224825,0.224825,-0.647139,1
33280.559,33280.0,832,0.148964,-0.652983,-0.652983,0.22342,0.22342,-0.670392,1
33321.506,33320.0,833,0.15238,-0.512983,-0.512983,0.293327,0.293327,-0.530392,1
33362.093,33360.0,834,0.155329,-0.518542,-0.518542,0.260427,0.260427,-0.568781,1
33400.938,33400.0,835,0.153185,-0.637077,-0.637077,0.236636,0.236636,-0.663931,1
33441.483,33440.0,836,0.124061,-0.539851,-0.539851,0.187807,0.187807,-0.557285,1
33480.689,33480.0,837,0.088192,-0.399851,-0.399851,0.132716,0.132716,-0.417285,1
33521.661,33520.0,838,0.050637,-0.259851,-0.259851,0.076062,0.076062,-0.277285,1
33561.159,33560.0,839,0.012659,-0.119851,-0.119851,0.019015,0.019015,-0.137285,1
33601.309,33600.0,840,0.113512,-0.259851,-0.259851,0.159015,0.159015,-0.277285,1
33641.099,33640.0,841,0.118056,-0.209827,-0.209827,0.053551,0.053551,-0.137285,1
33681.459,33680.0,842,0.096773,-0.161106,-0.161106,0.023735,0.023735,-0.003279,1
33721.724,33720.0,843,0.069033,-0.112708,-0.112708,0.012832,0.012832,0.019876,1
33760.588,33760.0,844,0.039678,-0.064393,-0.064393,0.006657,0.006657,0.015317,1
33800.658,33800.0,845,0.009919,-0.016098,-0.016098,0.001664,0.001664,0.003829,1
33841.039,33840.0,846,0.00248,-0.004025,-0.004025,0.000416,0.000416,0.000957,1
33881.169,33880.0,847,0.00062,-0.001006,-0.001006,0.000104,0.000104,0.000239,1
33921.231,33920.0,848,0.14062,0.138994,0.138994,-0.070459,-0.070459,0.140239,1
33960.68,33960.0,849,0.131156,-0.001006,-0.001006,-0.002846,-0.002846,0.079368,1
34000.784,34000.0,850,0.14388,-0.141006,-0.141006,0.137154,0.137154,-0.060632,1
34040.907,34040.0,851,0.11003,-0.281006,-0.281006,0.131111,0.131111,-0.200632,1
34081.275,34080.0,852,0.064538,-0.219618,-0.219618,0.08119,0.08119,-0.192484,1
34120.695,34120.0,853,0.016135,-0.079618,-0.079618,0.020297,0.020297,-0.052484,1
34160.683,34160.0,854,0.156135,0.060382,0.060382,-0.064646,-0.064646,0.087516,1
34200.281,34200.0,855,0.25337,0.185087,0.185087,-0.090071,-0.090071,0.214042,1
34240.877,34240.0,856,0.270895,0.210882,0.210882,-0.094087,-0.094087,0.239592,1
34280.75,34280.0,857,0.206092,0.16246,0.16246,-0.071235,-0.071235,0.183952,1
34320.879,34320.0,858,0.120707,0.095485,0.095485,-0.041665,-0.041665,0.108015,1
34361.08,34360.0,859,0.030177,0.023871,0.023871,-0.010416,-0.010416,0.027004,1
34401.297,34400.0,860,0.170177,0.163871,0.163871,0.018591,0.018591,0.167004,1
34440.769,34440.0,861,0.310177,0.303871,0.303871,0.025585,0.025585,0.209251,1
34481.176,34480.0,862,0.418751,0.351558,0.351558,0.026082,0.026082,0.209793,1
34521.472,34520.0,863,0.326104,0.264365,0.264365,-0.045827,-0.045827,0.225019,1
34560.886,34560.0,864,0.291427,0.232565,0.232565,-0.083836,-0.083836,0.244442,1
34601.433,34600.0,865,0.175529,0.092565,0.092565,-0.005163,-0.005163,0.108498,1
34640.591,34640.0,866,0.164572,0.232565,0.232565,0.134837,0.134837,0.072383,1
34681.341,34680.0,867,0.190501,0.256534,0.256534,0.133799,0.133799,0.119161,1
34722.032,34720.0,868,0.237306,0.215052,0.215052,-0.006201,-0.006201,0.19965,1
34761.237,34760.0,869,0.261572,0.214164,0.214164,-0.07129,-0.07129,0.231236,1
34801.179,34800.0,870,0.163374,0.074164,0.074164,-0.002748,-0.002748,0.103031,1
34840.91,34840.0,871,0.14236,-0.065836,-0.065836,0.014931,0.014931,0.072611,1
34880.779,34880.0,872,0.133138,-0.174036,-0.174036,0.01874,0.01874,0.063175,1
34921.479,34920.0,873,0.123868,-0.189836,-0.189836,0.018621,0.018621,0.057602,1
34961.231,34960.0,874,0.098905,-0.157204,-0.157204,0.015107,0.015107,0.045756,1
35001.466,35000.0,875,0.070018,-0.112465,-0.112465,0.010744,0.010744,0.032343,1
35041.521,35040.0,876,0.040151,-0.064698,-0.064698,0.00617,0.00617,0.018538,1
35081.467,35080.0,877,0.010038,-0.016175,-0.016175,0.001542,0.001542,0.004634,1
35121.064,35120.0,878,0.002509,-0.004044,-0.004044,0.000386,0.000386,0.001159,1
35161.143,35160.0,879,0.000627,-0.001011,-0.001011,9.6e-05,9.6e-05,0.00029,1
35200.479,35200.0,880,0.000157,-0.000253,-0.000253,2.4e-05,2.4e-05,7.2e-05,1
35240.513,35240.0,881,3.9e-05,-6.3e-05,-6.3e-05,6e-06,6e-06,1.8e-05,1
35280.65,35280.0,882,1e-05,-1.6e-05,-1.6e-05,2e-06,2e-06,5e-06,1
35320.731,35320.0,883,2e-06,-4e-06,-4e-06,0.0,0.0,1e-06,1
35361.545,35360.0,884,1e-06,-1e-06,-1e-06,0.0,0.0,0.0,1
35400.349,35400.0,885,0.0,-0.0,-0.0,0.0,0.0,0.0,1
35440.367,35440.0,886,0.0,-0.0,-0.0,0.0,0.0,0.0,1
35480.709,35480.0,887,0.0,-0.0,-0.0,0.0,0.0,0.0,1
35520.799,35520.0,888,0.112941,0.14,0.14,0.14,0.14,0.042353,1
35561.117,35560.0,889,0.22372,0.215315,0.215315,0.015526,0.015526,0.175465,1
35600.713,35600.0,890,0.259576,0.215341,0.215341,-0.066341,-0.066341,0.226446,1
35641.274,35640.0,891,0.211279,0.075341,0.075341,-0.044468,-0.044468,0.168142,1
35681.552,35680.0,892,0.146308,-0.064659,-0.064659,0.003266,0.003266,0.085184,1
35720.583,35720.0,893,0.134028,-0.173586,-0.173586,0.015809,0.015809,0.066273,1
35760.959,35760.0,894,0.252312,-0.033586,-0.033586,-0.071498,-0.071498,0.206273,1
35801.044,35800.0,895,0.282618,0.106414,0.106414,-0.093578,-0.093578,0.248398,1
35840.967,35840.0,896,0.286218,0.197568,0.197568,-0.097727,-0.097727,0.255363,1
35880.927,35880.0,897,0.276274,0.211756,0.211756,-0.095025,-0.095025,0.247382,1
35920.934,35920.0,898,0.222608,0.174712,0.174712,-0.076701,-0.076701,0.199501,1
35960.726,35960.0,899,0.158011,0.124859,0.124859,-0.054472,-0.054472,0.141646,1
36000.769,36000.0,900,0.090683,0.071806,0.071806,-0.031266,-0.031266,0.081297,1
36041.34,36040.0,901,0.022671,0.017951,0.017951,-0.007817,-0.007817,0.020324,1
36081.333,36080.0,902,0.005668,0.004488,0.004488,-0.001954,-0.001954,0.005081,1
36120.821,36120.0,903,0.001417,0.001122,0.001122,-0.000489,-0.000489,0.00127,1
36160.685,36160.0,904,0.141417,0.141122,0.141122,0.020754,0.020754,0.14127,1
36200.56,36200.0,905,0.281417,0.281122,0.281122,0.027541,0.027541,0.214135,1
36241.375,36240.0,906,0.421417,0.302228,0.302228,0.029373,0.029373,0.216524,1
36281.52,36280.0,907,0.281417,0.162228,0.162228,0.024525,0.024525,0.130152,1
36321.017,36320.0,908,0.141417,0.022228,0.022228,-0.115475,-0.115475,-0.009848,1
36360.775,36360.0,909,0.035354,-0.117772,-0.117772,-0.158244,-0.158244,-0.149848,1
36401.029,36400.0,910,0.008839,-0.126943,-0.126943,-0.125811,-0.125811,-0.161212,1
36441.231,36440.0,911,0.00221,-0.080486,-0.080486,-0.074578,-0.074578,-0.102178,1
36480.451,36480.0,912,0.000552,-0.020121,-0.020121,-0.018644,-0.018644,-0.025544,1
36521.056,36520.0,913,0.000138,-0.00503,-0.00503,-0.004661,-0.004661,-0.006386,1
36560.825,36560.0,914,3.5e-05,-0.001258,-0.001258,-0.001165,-0.001165,-0.001597,1
36600.471,36600.0,915,9e-06,-0.000314,-0.000314,-0.000291,-0.000291,-0.000399,1
36640.712,36640.0,916,2e-06,-7.9e-05,-7.9e-05,-7.3e-05,-7.3e-05,-0.0001,1
36680.827,36680.0,917,1e-06,-2e-05,-2e-05,-1.8e-05,-1.8e-05,-2.5e-05,1
